weekly_n,T_weeks,rho,sigma_txn,sigma_week,nonzero_weeks,pct_coverage,feasible,mde_pct,verdict
5,208,0.5,0.15,0.03,206.59850702419,0.993262053000915,TRUE,2.22499667811698,adequate
5,208,0.5,0.3,0.01,206.59850702419,0.993262053000915,TRUE,4.11114159894004,adequate
5,208,0.5,0.3,0.03,206.59850702419,0.993262053000915,TRUE,4.20287619508521,adequate
5,208,0.5,0.5,0.01,206.59850702419,0.993262053000915,TRUE,6.93267017708941,marginal
5,208,0.5,0.5,0.03,206.59850702419,0.993262053000915,TRUE,6.98968516615186,marginal
5,208,0.7,0.15,0.01,206.59850702419,0.993262053000915,TRUE,2.80087668798223,adequate
5,208,0.7,0.15,0.03,206.59850702419,0.993262053000915,TRUE,3.03819089324269,adequate
5,208,0.7,0.3,0.01,206.59850702419,0.993262053000915,TRUE,5.6324207573859,marginal
5,208,0.7,0.3,0.03,206.59850702419,0.993262053000915,TRUE,5.75902834518567,marginal
5,208,0.7,0.5,0.01,206.59850702419,0.993262053000915,TRUE,9.54482638326823,marginal
5,208,0.7,0.5,0.03,206.59850702419,0.993262053000915,TRUE,9.62427198711568,marginal
5,260,0,0.15,0.01,258.248133780238,0.993262053000915,TRUE,0.839928499173426,well_powered
5,260,0,0.15,0.03,258.248133780238,0.993262053000915,TRUE,0.910357784086147,well_powered
5,260,0,0.3,0.01,258.248133780238,0.993262053000915,TRUE,1.67298841684163,well_powered
5,260,0,0.3,0.03,258.248133780238,0.993262053000915,TRUE,1.70987171347079,well_powered
5,260,0,0.5,0.01,258.248133780238,0.993262053000915,TRUE,2.79880443720737,adequate
5,260,0,0.5,0.03,258.248133780238,0.993262053000915,TRUE,2.82137276135308,adequate
5,260,0.3,0.15,0.01,258.248133780238,0.993262053000915,TRUE,1.1420027830586,well_powered
5,260,0.3,0.15,0.03,258.248133780238,0.993262053000915,TRUE,1.23791651520164,well_powered
5,260,0.3,0.3,0.01,258.248133780238,0.993262053000915,TRUE,2.2780318304497,adequate
5,260,0.3,0.3,0.03,258.248133780238,0.993262053000915,TRUE,2.328406120583,adequate
5,260,0.3,0.5,0.01,258.248133780238,0.993262053000915,TRUE,3.81858056027247,adequate
5,260,0.3,0.5,0.03,258.248133780238,0.993262053000915,TRUE,3.84952464548112,adequate
5,260,0.5,0.15,0.01,258.248133780238,0.993262053000915,TRUE,1.44798518625333,well_powered
5,260,0.5,0.15,0.03,258.248133780238,0.993262053000915,TRUE,1.56979633576482,well_powered
5,260,0.5,0.3,0.01,258.248133780238,0.993262053000915,TRUE,2.89271782838536,adequate
5,260,0.5,0.3,0.03,258.248133780238,0.993262053000915,TRUE,2.95688003236918,adequate
5,260,0.5,0.5,0.01,258.248133780238,0.993262053000915,TRUE,4.85871710971821,adequate
5,260,0.5,0.5,0.03,258.248133780238,0.993262053000915,TRUE,4.89828691642882,adequate
5,260,0.7,0.15,0.01,258.248133780238,0.993262053000915,TRUE,1.97873798763797,well_powered
5,260,0.7,0.15,0.03,258.248133780238,0.993262053000915,TRUE,2.14566849586411,adequate
5,260,0.7,0.3,0.01,258.248133780238,0.993262053000915,TRUE,3.96327503319909,adequate
5,260,0.7,0.3,0.03,258.248133780238,0.993262053000915,TRUE,4.05164640348885,adequate
5,260,0.7,0.5,0.01,258.248133780238,0.993262053000915,TRUE,6.68011400444182,marginal
5,260,0.7,0.5,0.03,258.248133780238,0.993262053000915,TRUE,6.73498722642583,marginal
10,104,0,0.15,0.01,103.995278407305,0.999954600070238,TRUE,2.72513724444086,adequate
10,104,0,0.15,0.03,103.995278407305,0.999954600070238,TRUE,3.16180645873085,adequate
10,104,0,0.3,0.01,103.995278407305,0.999954600070238,TRUE,5.43329443151861,marginal
10,104,0,0.3,0.03,103.995278407305,0.999954600070238,TRUE,5.67360326630919,marginal
10,104,0,0.5,0.01,103.995278407305,0.999954600070238,TRUE,9.18460040877889,marginal
10,104,0,0.5,0.03,103.995278407305,0.999954600070238,TRUE,9.33639957137817,marginal
10,104,0.3,0.15,0.01,103.995278407305,0.999954600070238,TRUE,3.69529964293545,adequate
10,104,0.3,0.15,0.03,103.995278407305,0.999954600070238,TRUE,4.29064171981346,adequate
10,104,0.3,0.3,0.01,103.995278407305,0.999954600070238,TRUE,7.40168982973051,marginal
10,104,0.3,0.3,0.03,103.995278407305,0.999954600070238,TRUE,7.73220040147629,marginal
